0.49157,0
0.62047,0
0.6874,1.2782
0.46804,2.108
0.53215,2.2413
0.70421,2.0561
0.66871,2.1985
0.01169,2.3984
0.40781,1.9927
0.31918,1.3844
0.52396,1.4218
0.42279,1.6449
0.42176,1.8193
0.36181,1.7905
0.64586,1.6981
0.18404,1.8953
0.62795,1.8541
-0.1218,1.789
0.39886,1.7398
0.5772,1.2715
0.48522,1.6367
0.22365,1.9347
1,1.7716
0.74656,2.3776
0.44607,2.8892
0.339,2.4582
0.74186,1.7835
0.47043,1.9112
0.2541,2.1113
0.79636,1.814
0.36807,2.0216
0.63342,2.1188
0.34358,2.0507
0.25159,1.9257
0.2977,1.5907
0.38939,1.3998
0.70784,1.4632
0.29442,1.9462
0.73963,2.019
0.54739,2.1027
0.55343,2.2389
0.79465,2.1426
0.26093,2.3949
0.61735,2.1717
0.84576,1.8889
0.57806,2.4178
0.69024,2.5413
0.32568,2.4172
0.52731,2.044
0.62096,1.7684
0.48859,1.9828
0.75613,2.0705
0.47684,2.3013
0.82035,2.2686
0.34413,2.4239
0.88078,2.2294
0.15778,2.372
0.42318,2.167
0.58037,1.6075
0.73728,1.7443
0.88054,2.2508
0.44854,2.8385
0.40187,2.5715
0.83144,1.9033
0.60693,2.1338
0.71104,2.4193
0.43872,2.4731
0.047833,2.2052
0.52882,1.6501
-0.039482,1.3998
0.34219,1.4884
0.86348,1.2317
0.37711,2.0244
0.51509,2.2694
0.50266,1.9968
0.53439,1.9056
0.4667,1.9412
0.28083,1.9343
0.71242,1.731
0.49352,1.9106
0.51816,2.119
0.22203,2.0403
0.55751,1.7595
0.44099,1.66
0.6019,1.8157
0.34015,1.9851
0.44802,1.9249
0.40987,1.7383
0.54421,1.7103
0.88768,1.8281
0.33871,2.4911
0.40004,2.4033
0.74345,1.8224
0.52867,1.9951
0.56822,2.2058
0.64932,2.1497
0.60059,2.2077
0.50499,2.253
0.35936,2.1183
0.63638,1.8385
0.74309,1.8874
0.4334,2.336
0.32917,2.2722
0.69098,1.8183
0.40301,1.8918
0.31502,1.9958
0.40983,1.7406
0.42597,1.5911
0.66589,1.6534
0.65561,1.9843
0.30572,2.318
0.79154,2.0801
0.77966,2.1425
0.40147,2.596
0.3268,2.3534
0.48851,1.7677
0.66929,1.607
0.42813,1.986
0.55037,2.0826
0.44184,1.9895
0.28328,1.9134
0.51665,1.6925
0.65494,1.6567
0.18852,2.0274
0.71869,1.936
0.31017,1.9298
0.72256,1.9486
0.13208,2.0584
0.30187,1.9348
0.19994,1.4524
0.45656,1.3205
0.39396,1.4232
0.1791,1.6449
0.47478,1.5684
0.31306,1.5176
0.4565,1.6136
0.33636,1.6505
0.62602,1.6734
0.47499,1.8615
0.45422,2.0172
0.22812,1.9216
0.35655,1.6728
0.82857,1.4614
0.56415,2.0626
0.48217,2.4056
0.57281,2.1739
0.667,2.0115
-0.03574,2.1726
0.86482,1.9189
0.6211,1.9427
0.61156,2.3649
0.56117,2.3646
0.52388,2.2068
0.66275,2.0472
0.56786,2.1385
0.56139,2.2123
0.34346,2.147
0.37608,1.8958
0.54224,1.6337
0.56401,1.732
0.67785,1.9845
0.65958,2.2529
0.94382,2.4069
0.49371,2.8681
0.43622,2.6432
0.27185,1.9956
0.17684,1.5713
0.59361,1.3353
0.39933,1.538
0.38354,1.8142
0.27357,1.7554
0.23563,1.5948
0.66757,1.4177
0.27137,1.7158
0.88268,1.8651
0.61824,2.2816
0.57077,2.5552
0.70958,2.3377
0.44949,2.3025
0.58538,2.1477
0.62013,2.011
0.42535,2.1278
0.54176,2.0387
0.48076,1.9268
0.14674,1.9201
0.33814,1.6806
0.41552,1.3877
0.14298,1.4958
0.27451,1.5045
0.6443,1.3301
0.52828,1.6866
0.77486,2.0494
0.39184,2.4055
0.75404,2.2662
0.8152,2.2258
0.52035,2.6239
0.48235,2.4872
0.20189,2.0483
0.54924,1.6415
0.41546,1.5741
0.61757,1.7643
0.57872,1.972
0.22132,2.1593
0.31928,1.8972
0.5228,1.4944
0.74873,1.596
0.59748,2.1652
0.20794,2.4112
0.24395,1.9924
0.37929,1.4314
0.92483,1.3562
0.35063,2.2344
0.35614,2.388
0.75684,1.8517
0.5287,1.9984
0.5557,2.2128
0.6558,2.1385
0.45125,2.199
0.77646,2.0991
0.67571,2.2717
0.59291,2.4933
0.52748,2.3807
0.36223,2.1321
0.89846,1.8359
0.30088,2.2876
0.79255,2.2846
0.50866,2.2495
0.46503,2.2565
0.4378,1.9984
0.81844,1.8083
0.50897,2.2246
0.58227,2.3626
0.26507,2.1801
0.66723,1.847
0.60965,1.8431
0.73413,2.1564
0.77926,2.435
0.22361,2.6795
0.84198,2.2167
0.487,2.1372
0.76694,2.2336
0.26724,2.3662
0.25525,2.1186
0.39015,1.5583
0.34373,1.4111
0.81189,1.5144
0.76439,2.0918
0.13608,2.665
0.43146,2.2438
0.72812,1.5618
0.42827,1.9045
0.18904,2.0962
0.44082,1.7451
0.41559,1.4984
0.63469,1.6223
0.25371,1.9342
0.83013,1.9076
0.30477,2.1588
0.49909,2.1545
0.58849,1.8371
0.43492,1.9321
0.61212,1.9572
0.55729,2.0146
0.39061,2.116
0.40867,1.9535
0.67777,1.7324
0.72912,1.9617
0.43856,2.4046
0.32117,2.2855
0.22899,1.8077
0.53003,1.452
0.3524,1.5267
0.44843,1.7062
0.0063141,1.7195
0.21385,1.573
0.5241,1.1894
0.38183,1.4168
0.67147,1.7027
0.85693,2.0073
0.7557,2.6302
0.40303,2.8703
0.7116,2.3562
0.51522,2.095
0.43992,2.1046
0.61177,1.9386
0.68189,1.974
0.51148,2.2535
0.4365,2.239
0.65677,1.9653
0.62198,2.0125
0.62673,2.2254
0.43793,2.3006
0.55542,2.0958
0.28122,1.9421
0.56171,1.7749
0.87984,1.7393
0.49128,2.4356
0.56452,2.5118
0.56473,2.171
0.47294,2.0406
0.30672,1.9601
0.68702,1.7443
0.50412,1.8974
0.23094,2.1003
0.50546,1.8268
0.77186,1.6331
0.69508,2.1498
0.63691,2.5422
0.80725,2.5017
0.43092,2.5889
0.1908,2.313
0.44557,1.7025
0.472,1.4349
0.45698,1.6518
0.52116,1.8094
0.49755,1.9055
0.38438,1.9535
0.67801,1.841
0.43663,1.9969
0.56015,2.062
0.77951,1.9947
0.51576,2.3405
0.56851,2.3609
0.17984,2.1424
0.74117,1.7796
0.74146,1.8535
0.41839,2.4111
0.66616,2.302
0.34401,2.1388
0.23071,1.9557
0.72904,1.5776
0.53067,1.8136
0.38771,2.1472
0.77853,1.984
0.45925,2.1778
0.52152,2.2258
0.43705,2.0152
0.41594,1.8681
0.87162,1.7536
0.67836,2.2948
0.50547,2.6511
0.4616,2.3604
0.4662,1.9463
0.44386,1.7812
0.35152,1.7712
0.77465,1.7056
0.46405,2.0773
0.94909,2.2282
0.70611,2.6704
0.58806,2.8448
0.48423,2.4766
0.58263,2.0386
0.40556,1.9394
0.26802,1.8925
0.72273,1.6545
0.2026,1.8849
0.47208,1.9248
0.31002,1.6697
0.66676,1.6234
0.69469,1.8649
0.84414,2.3167
0.23315,2.7528
0.58831,2.3377
0.81566,1.8226
0.41915,2.274
0.46056,2.2991
0.37195,1.9384
0.42689,1.7117
0.97935,1.6478
0.49739,2.478
0.6688,2.6341
0.55832,2.3552
0.39382,2.1775
0.56017,1.9131
0.59046,1.8483
-0.032414,2.0379
0.56696,1.8216
0.57195,1.4986
0.33254,1.8641
0.48225,1.8879
0.73164,1.7688
0.40722,2.1273
0.57238,2.1583
0.79196,2.0063
0.13644,2.3553
0.45001,2.1286
0.41956,1.5986
0.47298,1.6088
0.3059,1.736
0.4477,1.7105
0.55167,1.6497
0.22912,1.8411
0.31023,1.7783
0.0689,1.4992
0.45757,1.3444
0.60364,1.3243
0.24603,1.8022
0.15474,1.8569
0.29579,1.4868
0.46936,1.2823
0.53343,1.4875
0.82032,1.8216
0.49158,2.3998
0.6075,2.4319
0.4032,2.1903
0.47366,1.948
0.47884,1.781
0.51948,1.809
0.44043,1.8988
0.56893,1.8953
0.62853,1.9434
0.45529,2.1423
0.54915,2.0924
0.37509,1.9825
0.42103,1.8524
0.50132,1.707
0.37849,1.7701
0.54128,1.7837
0.6295,1.8309
0.35979,2.0857
0.40659,2.0083
0.3785,1.7398
0.45928,1.6368
0.37743,1.6808
0.3866,1.7163
0.31258,1.6683
0.18356,1.5939
0.4456,1.4415
0.74618,1.4392
0.30188,2.0289
0.2974,2.099
0.82558,1.6736
0.5258,2.036
0.2875,2.3149
0.68887,1.9535
0.41534,1.9133
0.5298,1.9895
0.35261,1.9247
0.40895,1.8126
0.56237,1.6704
0.54543,1.8144
0.55282,2.015
0.7568,2.0849
0.46251,2.3544
0.44819,2.2792
0.65214,1.9333
0.39215,1.9908
0.47976,1.984
0.58791,1.8377
0.43974,1.9515
0.79193,1.9706
0.58145,2.2738
0.47398,2.4144
0.44225,2.1385
0.72935,1.8525
0.54002,2.0834
0.95906,2.2452
0.71952,2.7574
0.57936,2.9116
0.31563,2.4869
0.27188,1.8827
0.46249,1.4585
0.72914,1.4834
0.51069,2.037
0.61767,2.2526
0.53953,2.2089
0.93204,2.136
0.53019,2.6243
0.29528,2.6108
0.36441,1.9724
0.38768,1.5144
0.47637,1.5045
0.56057,1.6747
0.6438,1.9195
0.56774,2.1825
0.54221,2.2444
0.86184,2.1322
0.59065,2.4908
0.50141,2.5564
0.83971,2.1919
0.55532,2.3754
0.64882,2.4276
0.56108,2.2969
0.32002,2.1876
0.44869,1.8813
0.64579,1.6587
0.44132,1.9284
0.37283,2.038
0.057982,1.8251
0.38089,1.5065
0.42227,1.2782
0.46343,1.5086
0.40321,1.7252
0.48284,1.7821
0.45473,1.7979
0.61099,1.8332
0.52301,1.9921
0.62881,2.0903
0.4708,2.1606
0.22645,2.0865
